supplier,supplier_country,supplier_type,customer,customer_country,customer_type,product_service,category,criticality,share_pct,price_correlation_3m,is_sole_source,data_source
Zenlayer Inc.,US,other,"Cloudflare, Inc.",US,other,Packaged Software,other,,,,false,company-disclosure-rederived
Delinea,US,other,Snowflake,,other,Packaged Software,other,,,,false,company-disclosure-rederived
HCL Technologies Limited,,other,Snowflake,,other,Information Technology Consulting,other,,,,false,company-disclosure-rederived
"Cloudflare, Inc.",US,other,HubSpot,US,other,Enterprise Management Software,other,,,,false,company-disclosure-rederived
Semiconductor Manufacturing International Corporation (SMIC),CN,other,SMIC,CN,fab_operator,"BIS Entity List match: Presumption of denial for all items to include items described in ECCN 3B001.a.4, .c, .d, f.1.b.2, .k to .p; 3B002.c, 3B993, or 3B994. Case-by-case for items designed for production of 200mm wafers destined to a 200mm wafer production facility.",other,,,,false,scrutica-bis-crossref
SMIC Holdings Limited,CN,other,SMIC,CN,fab_operator,BIS Entity List match: See §§744.11 and 744.23(d) of the EAR,other,,,,false,scrutica-bis-crossref
SMIC Hong Kong International Company Limited,CN,other,SMIC,CN,fab_operator,BIS Entity List match: See §§744.11 and 744.23(d) of the EAR,other,,,,false,scrutica-bis-crossref
"SMIC Semiconductor Manufacturing (Shanghai) Co., Ltd.",CN,other,SMIC,CN,fab_operator,BIS Entity List match: See §§744.11 and 744.23(d) of the EAR,other,,,,false,scrutica-bis-crossref
Peng Cheng Laboratory,CN,other,Peng Cheng Laboratory,,ai_lab,BIS Entity List match: Presumption of denial,other,,,,false,scrutica-bis-crossref
Peng Cheng Laboratory,CN,other,Pengcheng Lab,,other,BIS Entity List match: Presumption of denial,other,,,,false,scrutica-bis-crossref
"Beijing Lingxin Intelligent Technology Co., Ltd.",CN,other,Beijing Lingxin Intelligent Technology Co,,other,BIS Entity List match: Presumption of denial,other,,,,false,scrutica-bis-crossref
Cisco,US,other,CDW,US,other,IT Hardware Distributors procurement,other,3,,0.146243,false,sec-edgar-rederived
Snowflake,,other,Yamaha,JP,other,Other Leisure Goods,other,,,,false,company-disclosure-rederived
Cisco,US,other,Insight Enterprises,US,other,IT Hardware Distributors procurement,other,3,,0.027084,false,sec-edgar-rederived
"Inspur (Beijing) Electronic Information Industry Co., Ltd.",CN,other,Inspur,HK,ai_lab,BIS Entity List match: Policy of denial,other,,,,false,scrutica-bis-crossref
"Inspur Electronic Information Industry Co., Ltd.",CN,other,Inspur,HK,ai_lab,BIS Entity List match: Policy of denial,other,,,,false,scrutica-bis-crossref
"Inspur Electronic Information (Hong Kong) Co., Ltd.",HK,other,Inspur,HK,ai_lab,BIS Entity List match: Policy of denial,other,,,,false,scrutica-bis-crossref
"Inspur (HK) Electronics Co., Ltd.",HK,other,Inspur,HK,ai_lab,BIS Entity List match: Policy of denial,other,,,,false,scrutica-bis-crossref
"Inspur Software Co., Ltd.",CN,other,Inspur,HK,ai_lab,BIS Entity List match: Policy of denial,other,,,,false,scrutica-bis-crossref
Huawei France,FR,other,Huawei Technologies,CN,other,BIS Entity List match: Presumption of denial,other,,,,false,scrutica-bis-crossref
Skolkovo Institute of Science and Technology,RU,other,Skolkovo Institute Of Science And Technology,,other,BIS Entity List match: Policy of denial.,other,,,,false,scrutica-bis-crossref
Snowflake,,other,CAPITAL ONE FINANCIAL CORP,,other,Consumer Finance Services,other,,,,false,company-disclosure-rederived
Snowflake,,other,HP,US,other,Computer Systems,other,,,,false,company-disclosure-rederived
Snowflake,,other,Block,US,other,Consumer Finance Services,other,,,,false,company-disclosure-rederived
"Beijing Sensetime Technology Development Co., Ltd.",CN,other,SenseTime,,ai_lab,"BIS Entity List match: Case-by-case review for ECCNs 1A004.c, 1A004.d, 1A995, 1A999.a, 1D003, 2A983, 2D983, and 2E983, and for EAR99 items described in the Note to ECCN 1A995; case-by-case review for items necessary to detect, identify and treat infectious disease; and presumption of denial for all other items subject to the EAR.",other,,,,false,scrutica-bis-crossref
"Huawei Technologies Co., Ltd.",HK,other,Huawei Technologies,CN,other,BIS Entity List match: Presumption of denial,other,,,,false,scrutica-bis-crossref
Huawei Technology Co. Ltd.,VN,other,Huawei Technologies,CN,other,BIS Entity List match: Presumption of denial,other,,,,false,scrutica-bis-crossref
"Huawei Technologies Service Co., Ltd.",CN,other,Huawei Technologies,CN,other,BIS Entity List match: Presumption of denial,other,,,,false,scrutica-bis-crossref
China Electronics Technology Group Corporation 13th Research Institute (CETC 13). Subordinate Institution - Hebei Poshing Electronics,CN,other,POSHING,CN,equipment_maker,BIS Entity List match: Presumption of denial,other,,,,false,scrutica-bis-crossref
Cambricon Technologies Corporation Limited,CN,other,Cambricon,CN,equipment_maker,BIS Entity List match: Presumption for denial,other,,,,false,scrutica-bis-crossref
"Cambricon (Nanjing) Information Technology Co., Ltd.",CN,other,Cambricon,CN,equipment_maker,BIS Entity List match: Presumption for denial,other,,,,false,scrutica-bis-crossref
Snowflake,,other,S&P Global,US,other,Professional Data and Services,other,,,,false,company-disclosure-rederived
Snowflake,,other,AT&T CORP,,other,Wireless Services,other,,,,false,company-disclosure-rederived
Delinea,US,other,Sap,IN,colocation_provider,Packaged Software,other,,,,false,company-disclosure-rederived
Delinea,US,other,"MongoDB, Inc.",US,other,Packaged Software,other,,,,false,company-disclosure-rederived
"Cambricon (Xi’an) Integrated Circuit Co., Ltd.",CN,other,Cambricon,CN,equipment_maker,BIS Entity List match: Presumption for denial,other,,,,false,scrutica-bis-crossref
CloudWalk Technology,CN,other,CloudWalk Technology A,CN,equipment_maker,"BIS Entity List match: Case-by-case review for ECCNs 1A004.c, 1A004.d, 1A995, 1A999.a, 1D003, 2A983, 2D983, and 2E983, and for EAR99 items described in the Note to ECCN 1A995; case-by-case review for items necessary to detect, identify and treat infectious disease; and presumption of denial for all other items subject to the EAR.",other,,,,false,scrutica-bis-crossref
Moscow Institute of Physics and Technology,RU,other,Moscow Institute of Physics and Technology,,ai_lab,"BIS Entity List match: Policy of denial for all items subject to the EAR apart from food and medicine designated as EAR99, which will be reviewed on a case-by-case basis. See §§ 746.8(b) and 744.21(e)",other,,,,false,scrutica-bis-crossref
"Compuware Technology, Inc.",TW,power_provider,"Super Micro Computer, Inc.",US,other,Electrical Products supply,other,8,,,false,sec-edgar-rederived
"Shanghai Cambricon Information Technology Co., Ltd.",CN,other,Cambricon,CN,equipment_maker,BIS Entity List match: Presumption for denial,other,,,,false,scrutica-bis-crossref
Sunway Microelectronics,CN,other,Sunway,CN,equipment_maker,BIS Entity List match: Presumption of denial,other,,,,false,scrutica-bis-crossref
HCL Technologies Limited,,other,Sap,IN,colocation_provider,Information Technology Consulting,other,,,,false,company-disclosure-rederived
"Suzhou Cambricon Information Technology Co., Ltd.",CN,other,Cambricon,CN,equipment_maker,BIS Entity List match: Presumption for denial,other,,,,false,scrutica-bis-crossref
AMD,US,chip_designer,TSMC,TW,fab_operator,Specialized Semiconductors partnership,gpu_accelerator,2,,-0.29275,false,sec-edgar-rederived
HCL Technologies Limited,,other,INTERNATIONAL BUSINESS MACHINES CORPORATION,US,other,Information Technology Consulting,other,,,,false,company-disclosure-rederived
Tianjin Phytium Information Technology,CN,other,Phytium,CN,equipment_maker,BIS Entity List match: Presumption of denial,other,,,,false,scrutica-bis-crossref
Harbin Institute of Technology,CN,other,Harbin Institute of Technology,,ai_lab,BIS Entity List match: Presumption of denial,other,,,,false,scrutica-bis-crossref
Robust Intelligence,,other,"MongoDB, Inc.",US,other,Packaged Software,other,,,,false,company-disclosure-rederived
Corsair Gaming,US,other,Intel,US,fab_operator,Module and Subassembly Components partnership,other,3,,-0.392112,false,sec-edgar-rederived
Northwestern Polytechnical University,CN,other,Northwestern Polytechnical University,,other,BIS Entity List match: Presumption of denial,other,,,,false,scrutica-bis-crossref
Snowflake,,other,Siemens,ZA,colocation_provider,Other Machinery Manufacturing,other,,,,false,company-disclosure-rederived
"Chengdu Huawei High-Tech Investment Co., Ltd.",CN,other,Huawei Technologies,CN,other,BIS Entity List match: Presumption of denial,other,,,,false,scrutica-bis-crossref
"Chengdu Huawei Technologies Co., Ltd.",CN,other,Huawei Technologies,CN,other,BIS Entity List match: Presumption of denial,other,,,,false,scrutica-bis-crossref
"Hangzhou Huawei Digital Technology Co., Ltd.",CN,other,Huawei Technologies,CN,other,BIS Entity List match: Presumption of denial,other,,,,false,scrutica-bis-crossref
"HiSilicon Technologies Co., Ltd (HiSilicon)",CN,other,HiSilicon,CN,equipment_maker,BIS Entity List match: Presumption of denial,other,,,,false,scrutica-bis-crossref
"HiSilicon Tech (Suzhou) Co., Ltd.",CN,other,HiSilicon,CN,equipment_maker,BIS Entity List match: Presumption of denial,other,,,,false,scrutica-bis-crossref
"Huawei Software Technologies Co., Ltd.",CN,other,Huawei Technologies,CN,other,BIS Entity List match: Presumption of denial,other,,,,false,scrutica-bis-crossref
"Suzhou Huawei Investment Co., Ltd.",CN,other,Huawei Technologies,CN,other,BIS Entity List match: Presumption of denial,other,,,,false,scrutica-bis-crossref
"Wuhan Huawei Investment Co., Ltd.",CN,other,Huawei Technologies,CN,other,BIS Entity List match: Presumption of denial,other,,,,false,scrutica-bis-crossref
Snowflake,,other,Natwest Group,GB,colocation_provider,"Europe, Middle East and Africa Banks",other,,,,false,company-disclosure-rederived
SK Hynix,KR,fab_operator,NVIDIA,US,chip_designer,HBM3 high-bandwidth memory for H100 SXM5,memory,9,,,false,scrutica-chip-deployment-chains
TSMC,TW,fab_operator,NVIDIA,US,chip_designer,CoWoS-S advanced packaging — integrating GH100 compute die with HBM3 stacks,advanced_packaging,10,100,,true,scrutica-chip-deployment-chains
Shin-Etsu Chemical,JP,other,TSMC,TW,fab_operator,Silicon wafers (300mm) and photoresists for N5 fab process,raw_materials,7,,,false,scrutica-chip-deployment-chains
JSR Corporation,JP,other,TSMC,TW,fab_operator,EUV and ArF photoresists for advanced node patterning,raw_materials,8,,,false,scrutica-chip-deployment-chains
NVIDIA,US,chip_designer,xAI,US,ai_lab,InfiniBand HDR/NDR networking — NVLink switch fabric for H100 SXM5 inter-GPU interconnect,networking,8,100,,true,scrutica-chip-deployment-chains
Applied Materials,US,equipment_maker,TSMC,TW,fab_operator,"CVD/PVD deposition tools, CMP tools, etch tools for N5 fab process",semiconductor_equipment,7,,,false,scrutica-chip-deployment-chains
CTCI,TW,epc,Micron,US,fab_operator,Infrastructure Construction/Contracting Services supply,construction,3,,0.074869,false,company-disclosure-rederived
Snowflake,,other,Comcast,US,colocation_provider,Wireline Services,other,,,,false,company-disclosure-rederived
TSMC,TW,fab_operator,NVIDIA,US,chip_designer,CoWoS-S advanced packaging,advanced_packaging,10,100,,true,scrutica-chip-deployment-chains
NVIDIA,US,chip_designer,Microsoft Corporation,US,chip_designer,InfiniBand NDR interconnect for Azure Eagle cluster fabric,networking,8,100,,true,scrutica-chip-deployment-chains
Snowflake,,other,Micron,US,fab_operator,Memory Semiconductors,memory,,,,false,company-disclosure-rederived
Workday,US,other,INTERNATIONAL BUSINESS MACHINES CORPORATION,US,other,Enterprise Management Software,other,,,,false,company-disclosure-rederived
S&P Global,US,other,Snowflake,,other,Professional Data and Services,other,,,,false,company-disclosure-rederived
Palo Alto Networks,US,other,NVIDIA,US,chip_designer,IT Infrastructure Software,other,,,,false,company-disclosure-rederived
Dagang NeXchange,MY,chip_designer,Alphabet,US,equipment_maker,Semiconductor Manufacturing Services partnership,foundry_services,2,,0.714783,false,company-disclosure-rederived
"Daewon CTS Co., Ltd.",KR,other,AMD,US,chip_designer,Electronics Distributors supply,other,3,,,false,company-disclosure-rederived
"Daewon CTS Co., Ltd.",KR,other,Micron,US,fab_operator,Electronics Distributors supply,other,3,,,false,company-disclosure-rederived
TSMC,TW,fab_operator,NVIDIA,US,chip_designer,Foundry services — GH100 die at N5 process node,foundry_services,10,100,,true,scrutica-chip-deployment-chains
SK Hynix,KR,fab_operator,NVIDIA,US,chip_designer,HBM3 memory for H100 SXM5,memory,9,,,false,scrutica-chip-deployment-chains
NVIDIA,US,chip_designer,"Meta Platforms, Inc.",US,chip_designer,InfiniBand NDR cluster networking,networking,7,,,false,scrutica-chip-deployment-chains
NVIDIA,US,chip_designer,"Meta Platforms, Inc.",US,chip_designer,NVIDIA A100 GPU accelerators (SXM4 and PCIe variants),gpu_accelerator,9,100,,true,scrutica-chip-deployment-chains
Samsung,KR,fab_operator,NVIDIA,US,chip_designer,HBM2e high-bandwidth memory for A100,memory,8,,,false,scrutica-chip-deployment-chains
NVIDIA,US,chip_designer,"Meta Platforms, Inc.",US,chip_designer,InfiniBand HDR (200 Gb/s) cluster networking for RSC,networking,8,100,,true,scrutica-chip-deployment-chains
Cheetah Mobile,CN,other,Tencent Holdings Ltd.,CN,ai_lab,Enterprise Management Software,other,,,,false,sec-edgar-rederived
Alphabet,US,chip_designer,Alphabet,US,cloud_provider,Google TPU v4 ASIC — custom AI accelerator designed and deployed by Google,gpu_accelerator,8,100,,true,scrutica-chip-deployment-chains
"Datadog, Inc.",US,other,Comcast,US,colocation_provider,Wireline Services,other,,,,false,company-disclosure-rederived
Micron,US,fab_operator,Eastronics Ltd.,IL,other,Electronics Distributors procurement,other,3,,,false,company-disclosure-rederived
FOUNDRY-UNVERIFIED,,fab_operator,Alphabet,US,cloud_provider,Foundry services for TPU v4 at 7nm process node,foundry_services,9,,,false,scrutica-chip-deployment-chains
ASML,NL,equipment_maker,TPU v4 foundry,,equipment_maker,ArF immersion (DUV) lithography for 7nm node (DUV multi-patterning),semiconductor_equipment,9,98.7,,false,scrutica-chip-deployment-chains
Alphabet,US,chip_designer,Alphabet,US,cloud_provider,Inter-Chip Interconnect (ICI) — Google's custom optical/electrical TPU pod network,networking,9,100,,true,scrutica-chip-deployment-chains
Samsung Electronics or SK Hynix,KR,fab_operator,Alphabet,US,cloud_provider,HBM2 memory for TPU v4,memory,8,,,false,scrutica-chip-deployment-chains
INTERNATIONAL BUSINESS MACHINES CORPORATION,US,other,HCL Technologies Limited,,other,Information Technology Consulting,other,,,,false,company-disclosure-rederived
Alphabet,US,chip_designer,Alphabet,US,cloud_provider,Google TPU v5p ASIC,gpu_accelerator,8,100,,true,scrutica-chip-deployment-chains
FOUNDRY-UNVERIFIED,,fab_operator,Alphabet,US,cloud_provider,Foundry services for TPU v5p,foundry_services,9,,,false,scrutica-chip-deployment-chains
Samsung Electronics or SK Hynix,KR,fab_operator,Alphabet,US,cloud_provider,HBM2e memory — TPU v5p memory = 95GB per Epoch,memory,8,,,false,scrutica-chip-deployment-chains
Alphabet,US,chip_designer,Alphabet,US,cloud_provider,ICI (Inter-Chip Interconnect) networking for TPU v5p pods,networking,9,100,,true,scrutica-chip-deployment-chains
NVIDIA,US,chip_designer,"Amazon.com, Inc.",US,chip_designer,NVIDIA H100 SXM5 80GB GPU accelerators for EC2 P5 instances,gpu_accelerator,10,100,,true,scrutica-chip-deployment-chains
SK Hynix,KR,fab_operator,NVIDIA,US,chip_designer,HBM3 for H100 SXM5,memory,9,,,false,scrutica-chip-deployment-chains
NVIDIA,US,chip_designer,"Amazon.com, Inc.",US,chip_designer,Elastic Fabric Adapter (EFA) over InfiniBand NDR — P5 instance networking,networking,8,100,,true,scrutica-chip-deployment-chains
